firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
Deloitte,2021-05-09, Manager,"Current Employee, more than 3 years","Toronto, ON",4,3.0,5.0,5.0,5.0,3.0,5.0,1,1,1,Great company with even great ppl,Career opportunities and focus on ppl,Compensation and benefits not in line with other tier 1 consulting firms,1,3
Deloitte,2021-05-09, Senior Tax Consultant,"Former Employee, more than 5 years",Bratislava,4,4.0,5.0,4.0,5.0,3.0,5.0,1,1,1,Not bad,"Good manager, work and life balance","Salary, employees are not so friendly to expats",0,5
Deloitte,2021-05-09, Solution Delivery Analyst,"Current Employee, more than 1 year",Hyderābād,4,4.0,5.0,5.0,4.0,5.0,4.0,1,1,2,The work environment is good. we get good bonus. but increase in base pay would definitely help.,"Good work environment , bonus , WFH",Could have paid a bit more. freshers are being paid more that a 2 year experienced person.,1,1
Deloitte,2021-05-10, Anonymous Employee,"Former Employee, more than 1 year","London, England, England",1,1.0,3.0,3.0,1.0,1.0,1.0,3,2,2,Be careful before accepting the offer,Brand image on the CV,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",0,1
Deloitte,2021-05-10, Assistant Manager,"Current Employee, more than 1 year",Hyderābād,5,4.0,5.0,3.0,5.0,5.0,4.0,1,1,1,Great platform to work,Ambient environment to work with friendly seniors,Work load and regular deadlines with rare days to chill out,1,1
Deloitte,2021-05-10, Audit Assistant,"Former Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,3.0,5.0,5.0,5.0,5.0,3.0,1,1,1,Great benefits,Deloitte is a great company for any graduate looking for career start and offers many great benefits and incentives along with good working environment.,"Irregular working hours, inefficient utilisation of work force.",0,1
Deloitte,2021-05-10, Audit Associate,"Former Employee, more than 3 years","New York, NY",4,1.0,4.0,3.0,5.0,4.0,3.0,1,1,1,Interesting,"Learning a lot, exposure, openings",Work/Life balance can be challenging,0,3
Deloitte,2021-05-10, Audit Manager,"Current Employee, more than 5 years","San Jose, CA",3,1.0,2.0,4.0,4.0,2.0,4.0,3,2,1,Audit Manager Review,A lot of things to learn and grow. People are great to work with.,There is terrible work life balance.,1,5
Deloitte,2021-05-10, Audit Manager,"Current Employee, more than 3 years",Bucharest,4,2.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Good,"Knowledge, fast learning, Good environment for learning","Work life balance, Overtime, Rotation of people",1,3
Deloitte,2021-05-10, Audit Senior,"Current Employee, more than 3 years","Chicago, IL",5,2.0,5.0,5.0,5.0,3.0,5.0,1,1,1,Deloitte Workplace Review,"Challenging work with opportunity for new experiences, Learn a lot in a short amount of time, Good health insurance options and fringe benefits, Workplace flexibility",Base pay is low for the amount of work and expectations,1,3
Deloitte,2021-05-10, Audit Senior,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",3,2.0,4.0,3.0,4.0,4.0,3.0,1,1,1,Audit Senior at Deloitte USI,"Salary, Bonus, Benefits are good in comparison to other firms. (Please don't compare with Big4 India). USI has much more benefits.",Growth in terms of learning is not good. You will realize you have way less knowledge compared to your peers at Indian firms.,0,1
Deloitte,2021-05-10, Audit Senior,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",3,2.0,4.0,3.0,4.0,4.0,3.0,1,1,1,Audit Senior at Deloitte USI,"Salary, Bonus, Benefits are good in comparison to other firms. (Please don't compare with Big4 India). USI has much more benefits.",Growth in terms of learning is not good. You will realize you have way less knowledge compared to your peers at Indian firms.,0,1
Deloitte,2021-05-10, Business Analyst,"Current Employee, less than 1 year",Cairo,5,4.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Perfect,A lot of useful information and great environment,It's stressful because you need to know that everything there is confidential and you have a huge responpilty,1,1
Deloitte,2021-05-10, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,3.0,4.0,4.0,4.0,4.0,4.0,1,1,1,good to start your career with. diversified learning,professional. systematic. approachable leaders. good learning,work life. result oriented. high pressure environment,1,1
Deloitte,2021-05-10, Manager,"Current Employee, more than 3 years",Melbourne,4,4.0,4.0,4.0,3.0,4.0,5.0,1,1,1,Manager,You will find great people at Deloitte,"Make sure you love what you do, otherwise the hours you work will make you unhappy",1,3
Deloitte,2021-05-10, Manager,"Former Employee, more than 5 years",Hong Kong,3,2.0,2.0,3.0,4.0,2.0,3.0,1,1,1,Deloitte HK,Lots of opportunities to learn,Very tough working hours most of the time,0,5
Deloitte,2021-05-10, Senior Auditor,"Current Employee, more than 3 years","Houston, TX",4,2.0,5.0,5.0,5.0,2.0,5.0,1,1,1,Great firm to grow your career,"Great and smart people to work with, coaching opportunities, learning opportunities to grow professionally in your career.
Well being subsidy, diversity and inclusion initiatives",Long hours during busy season,1,3
Deloitte,2021-05-10, Senior Consultant,"Former Employee, more than 3 years",Bangalore,4,5.0,3.0,3.0,4.0,3.0,3.0,1,2,1,Company Review,Deloitte Company is good to work,Limited Hike for any kind of performance,0,3
Deloitte,2021-05-10, Specialist,"Current Employee, more than 1 year","San Francisco, CA",4,2.0,4.0,4.0,4.0,3.0,4.0,3,1,1,Decent place to start a career,"-supportive teammates
-focus on well-being (especially recently)
-if you're creative enough and know what you want, you have the ability to shape your role","-your career will stagnate over time
-pretty hierarchical",1,1
Deloitte,2021-05-11, AVP,"Former Employee, more than 8 years",Hyderābād,3,3.0,5.0,4.0,2.0,2.0,3.0,1,1,1,AVP Learning and Development,"Work Culture, strategy, flexibility, diversity,","Salary, Growth opportunities , Internal politics,",0,8
Deloitte,2021-05-11, Assistant Associate,"Current Employee, less than 1 year","Birmingham, England, England",5,3.0,5.0,5.0,5.0,4.0,5.0,1,2,1,Supportive throughout WFH,"Great team culture, very welcoming for a new joiner",Work/life balance is non existent for a small portion of the year,1,1
Deloitte,2021-05-11, Assistant Manager,"Current Employee, more than 3 years","Dublin, Dublin",2,1.0,2.0,3.0,4.0,2.0,1.0,3,2,2,Review,There are many opportunities to progress,"Salary, Poor Management & Long Hours",1,3
Deloitte,2021-05-11, Associate Vice President,"Current Employee, more than 10 years",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Best place to start your career,"Network, learning, culture, work life fit","None, None, None, None, None",1,10
Deloitte,2021-05-11, Audit Analyst,"Former Employee, less than 1 year",Bucharest,3,3.0,3.0,4.0,3.0,3.0,3.0,1,2,2,"Good environment, lacking organisational skills","- good environment 
- willingness to help each other
- opportunities to learn","- HR lacking organizational skills
- low salary",0,1
Deloitte,2021-05-11, Audit Associate,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,4.0,4.0,4.0,5.0,5.0,3.0,1,1,1,Excellent opportunity for freshers/graduate,"Great work culture
Good Salary and other benefits
Flexible working hours
Guaranteed growth",Can be a lot hectic during the busy season.,0,1
Deloitte,2021-05-11, Audit Associate,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,4.0,4.0,4.0,5.0,5.0,3.0,1,1,1,Excellent opportunity for freshers/graduate,"Great work culture
Good Salary and other benefits
Flexible working hours
Guaranteed growth",Can be a lot hectic during the busy season.,0,1
Deloitte,2021-05-11, Consultant,"Current Employee, more than 3 years",Sydney,3,3.0,5.0,5.0,5.0,3.0,3.0,1,2,2,"Good learning experience, lots of training, pay is subpar for the hours you work","Good culture, good training and job opportunities","Long hours, not great pay, can be stuck on long projects you don't thrive on",1,3
Deloitte,2021-05-11, Consultant,"Former Employee, more than 3 years",Hyderābād,5,4.0,5.0,4.0,5.0,5.0,4.0,1,1,1,Wonderful Place to Work at!,"1. People are awesome
2. Growth with challenging projects
3. Performance = Hike & Promotion, directly proportional",1. Some times long working hours,0,3
Deloitte,2021-05-11, Consultant,"Current Employee, less than 1 year",Amsterdam,4,3.0,3.0,3.0,4.0,2.0,4.0,1,2,1,Good place to start,Deloitte teaches me how to grow my network and is in general a good place for starters,Very big organization so sometimes it doesnt feel personal,1,1
Deloitte,2021-05-11, Junior Auditor,"Former Employee, less than 1 year",Bucharest,3,1.0,2.0,4.0,2.0,2.0,2.0,3,2,3,Just another big corporation that doesn't treat employees fairly,"international environment;
on going training;
nice office;","working after hours pretty often;
salary doesn't match the amount of work they assign;
understaffed in some teams and instead of hiring more people they overwork the existing ones;
management doesn't leave space for organic progress and wants everything done best from the first try (especially with newcomers);
giving outdated computers to employees and asking them to deliver high quality services. basically impossible when Excel crashes for no reason;",0,1
Deloitte,2021-05-11, Senior Consultant,"Current Employee, more than 3 years","Auckland, Auckland",5,4.0,4.0,4.0,5.0,3.0,5.0,1,2,1,Great place to work,Great people and clients resulting in interesting work,Can be quite stressful juggling multiple clients etc,1,3
Deloitte,2021-05-11, Senior Manager IT,"Current Employee, more than 8 years","Dallas, TX",4,3.0,3.0,3.0,4.0,3.0,3.0,1,1,1,Great Company to work for,Sky is the limit if you are willing to work hard,Highly Political Environment can become difficult for techies,1,8
Deloitte,2021-05-11, Solution Associate,"Current Employee, more than 1 year","Lake Mary, FL",4,5.0,5.0,5.0,5.0,3.0,4.0,1,1,1,QA functional testing,Deloitte gives their employees a great work life balance. They make their employees feel appreciated. There is lots of room to grow in the company,As a solution Associate the pay is very low and they didn't take my experience into consideration it is very important to negotiate your pay.,1,1
Deloitte,2021-05-12, Analytics Specialist,"Former Employee, more than 1 year",Hyderābād,3,2.0,2.0,2.0,5.0,4.0,2.0,3,1,1,Analytics Specialist,Good salary And great learning,Work life balance is taxing,0,1
Deloitte,2021-05-12, Audit Associate,"Former Employee, less than 1 year",Hong Kong,5,1.0,4.0,5.0,5.0,4.0,3.0,3,2,1,Interesting work duty but severe overtime situation,Interesting work duty and exposure in audit project,large workload and overtime working environment,0,1
Deloitte,2021-05-12, Business Technology Analyst,"Former Employee, less than 1 year",Bangalore,3,1.0,4.0,3.0,4.0,3.0,2.0,3,1,3,Work pressure.,"Good team, no timing restriction.","So much work pressure, toxic",0,1
Deloitte,2021-05-12, Consultant,"Former Employee, more than 3 years",Nairobi,4,3.0,4.0,4.0,5.0,3.0,3.0,1,1,1,Deloitte is a good employer,You will learn a lot,You will work a lot,0,3
Deloitte,2021-05-12, Consultant,"Current Employee, more than 3 years",Bangalore,4,4.0,4.0,5.0,4.0,3.0,4.0,1,1,1,Hikes can be better as compared to peer consulting firms,"Management is polite and professional, decent rewards for good work, firm-sponsored smartphone",Hikes are not up to the mark as compared to peer consulting firms. Annual Bonus is fine.,1,3
Deloitte,2021-05-12, Consultant,"Former Employee, more than 1 year",Bangalore,4,4.0,4.0,4.0,4.0,3.0,4.0,1,1,1,Awesome company to work for,"Work life balance , diversity , growth",Salary is not upto market standards,0,1
Deloitte,2021-05-12, Consultant,"Current Employee, more than 5 years",Lisbon,3,3.0,5.0,5.0,5.0,3.0,4.0,1,1,1,Great to gain experience,"Everybody is the same ship, so everybody will be willing to help you","In some projects, is very usual to be overwhelmed with work and do overtime",1,5
Deloitte,2021-05-12, Consultant,"Current Employee, more than 5 years",Lisbon,3,3.0,5.0,5.0,5.0,3.0,4.0,1,1,1,Great to gain experience,"Everybody is the same ship, so everybody will be willing to help you","In some projects, is very usual to be overwhelmed with work and do overtime",1,5
Deloitte,2021-05-12, Consultant,"Former Employee, more than 1 year",Bangalore,5,3.0,5.0,5.0,5.0,5.0,4.0,1,2,1,Deloitte,"Nice environment to work in, definitely new skills can be leart.",No work life balance in the firm,0,1
Deloitte,2021-05-12, Manager,"Former Employee, more than 8 years",Hyderābād,5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Best company to work,"flexibility, Culture, People, Compensation, Opportunities","Rare onsite opportunities, working beyond 8 hours",0,8
Deloitte,2021-05-12, Manager,"Former Employee, more than 1 year",Cape Town,3,1.0,1.0,3.0,2.0,2.0,3.0,3,2,2,consulting team manager,interesting projects and opportunity to do really ground breaking work,poor pay and long hours,0,1
Deloitte,2021-05-12, Salesforce Developer,"Current Employee, more than 1 year",Santiago,3,2.0,4.0,5.0,3.0,3.0,2.0,1,2,1,Good place to learn but hard to make a long career,"-People you work with are usually great
-Very learning oriented, paid courses and certifications
-Prior to current situation, travels to other countries for courses or work was existing
-Relocation is a possibility, although somewhat complicated to move between countries in the company
-Remote work seems to be fully adopted
-You can be assigned to different projects depending on your skills and languages","-Workload is usually very high
-Unclear method of evaluation for technical and functional consultants
-Lack of knowledge on software project management usually ends in constant crunch between projects, even on the same client
-Possibility to scale up is very low if you are not constantly asking for it or putting yourself in the spotlight
-Personal time is passively demanded",1,1
Deloitte,2021-05-12, Senior Software Developer,"Current Employee, more than 3 years",Lisbon,4,5.0,5.0,5.0,5.0,2.0,5.0,1,1,1,.,"On the right team, you can have full freedom to manage your work as you pleased.",The salary on the IT Areas is low compared to other companies.,1,3
Deloitte,2021-05-12, Senior Tax Consultant,"Current Employee, more than 3 years","Chicago, IL",4,2.0,4.0,5.0,5.0,5.0,4.0,1,1,1,Great environment for those who want it,Unlimited potential for earnings and growth,"Burnout runs rampant and people only focus on building relationships up the ladder. You will not be viewed as anything other than livestock until you make manager, or you have a particularly great manager / mentor.",1,3
Deloitte,2021-05-12, Sustainability Analyst,"Current Employee, more than 1 year",Milan,3,3.0,3.0,4.0,4.0,3.0,3.0,1,1,1,Good place to start,"- interesting projects
- young and usually smart colleagues",- difficult work life balance,1,1
Deloitte,2021-05-12, Tax Consultant,"Former Employee, more than 3 years","New York, NY",1,1.0,1.0,2.0,4.0,1.0,1.0,3,3,2,About 10 months of busy season,"work too much you barely have any chance to spend money. ""Learn a lot"". Dont have to go to wedding or bday party cause everyone knows you work a lot.","No personal life. very little pay. about 10 months of busy season at BTS group. workplace discrimination, eating hours, $15 dinner if you bill 11 hours that day. it is a norm to work to mid night.",0,3
Deloitte,2021-05-12, Visual Designer,"Former Employee, more than 3 years",Hyderābād,5,4.0,5.0,5.0,4.0,5.0,3.0,1,1,1,Awesome work culture,one of the best place to work on,No cons unless you keep a track on your work ethics,0,3
Deloitte,2021-05-13, Analyst,"Current Employee, more than 1 year",Bangalore,5,4.0,4.0,5.0,4.0,5.0,4.0,1,2,1,it is good,"Perks are more, possibility to explore what you are interested in",have to abide deadline and SOWs,1,1
Deloitte,2021-05-13, Assistant Manager,"Former Employee, less than 1 year","Langley, BC",3,2.0,3.0,3.0,5.0,4.0,3.0,1,2,1,Workpace environment,Nice teammates to work with on the the jol. All young crowd,The artificial pressure is too much unnecessary,0,1
Deloitte,2021-05-13, Audit Associate,"Current Employee, less than 1 year","New York, NY",3,1.0,4.0,4.0,4.0,2.0,4.0,3,2,3,Audit Associate,"Good learning opportunities, nice co-workers",Hours are horrible. No work-life balance.,1,1
Deloitte,2021-05-13, Audit Senior Assistant,"Current Employee, more than 1 year","San Francisco, CA",4,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great,The Company provides great opportunity.,Work life balance can be hard.,1,1
Deloitte,2021-05-13, Business Analyst,"Former Employee, more than 1 year","Toronto, ON",5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Good,"Good management team
Good team people","Low pay 
Long hours and nights",0,1
Deloitte,2021-05-13, Business Analyst,"Current Employee, less than 1 year",Bangalore,5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,2,Perks of working at deloitte,Mentors and leaders are great,Getting deployed in projects totally depends on clients,1,1
Deloitte,2021-05-13, Business Technology Analyst,"Former Employee, more than 1 year",Bangalore,3,5.0,3.0,4.0,4.0,3.0,1.0,1,3,1,Developer worked for 2 years,"Good work life balance
After process unlimited parties
You will enjoy your office time","Hike rate and appraisal is very bad un recent times
Work wise not too much to explore technically
Higher management politics
Unclear and bad appraisal process",0,1
Deloitte,2021-05-13, Consultant Deloitte,"Current Employee, more than 3 years","London, England, England",4,2.0,4.0,4.0,4.0,3.0,4.0,1,1,2,"Strong brand, Great clients",You work with amazing brand and its very diverse,"say good bye to social life, the more you put in the more you get",1,3
Deloitte,2021-05-13, Manager,"Former Employee, more than 3 years",Hyderābād,4,2.0,4.0,4.0,4.0,3.0,3.0,3,1,1,great culture but no work life balance,premium clients and quality of work,"work life balance, work pressure",0,3
Deloitte,2021-05-13, Marketing Specialist,"Former Employee, less than 1 year","Galesburg, IL",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,great,a lot of exciting work,I do not have any cons,0,1
Deloitte,2021-05-13, Risk Consultant,"Current Employee, more than 1 year",Sydney,5,3.0,4.0,4.0,4.0,3.0,4.0,1,2,1,Opportunity for growth,"Access to learning platforms to learn anything free (LinkedIn Learning, Udemy, and Deloitte tailored learning platform)",You'll work and might lose track of your personal activities. The work load is much,1,1
Deloitte,2021-05-13, Risk Consultant,"Current Employee, more than 1 year",Lagos,5,3.0,4.0,4.0,4.0,3.0,4.0,1,2,1,Opportunity for growth,"Access to learning platforms to learn anything free (LinkedIn Learning, Udemy, and Deloitte tailored learning platform)",You'll work and might lose track of your personal activities. The work load is much,1,1
Deloitte,2021-05-13, Senior Consultant,"Current Employee, more than 5 years","Belfast, Northern Ireland, Northern Ireland",5,5.0,5.0,5.0,5.0,5.0,5.0,1,2,1,Best,Best among Big 4 consulting firm,Nothing really I know of,1,5
Deloitte,2021-05-13, Senior Consultant,"Current Employee, more than 1 year","London, England, England",5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Senior Consultant,"Learning, interesting projects, people and teams",Normally there are long hours to work,1,1
Deloitte,2021-05-13, Senior Consultant,"Former Employee, more than 3 years",Copenhagen,4,3.0,5.0,5.0,5.0,3.0,3.0,1,1,1,Great toolbox company - learn structured approaches to projects,"- You will have tons of fun with amazing young colleagues
- You will learn a structured approach from the toolbox building",Pay is not good on an hourly basis.,0,3
Deloitte,2021-05-13, Senior Consultant Strategy and Operations,"Current Employee, more than 1 year",Bangalore,2,3.0,3.0,4.0,3.0,2.0,2.0,3,2,2,Disappointing & Mediocre Firm,"-COLLEAGUES: Many colleagues I've worked on my projects are some of the best people I have the pleasure of working with
-PROJECT VARIETY: Firm is very large and has its hands in nearly all industries around the world. If one is able to navigate the bureaucracy, the variety of projects that one can do is immense","-PROJECT STAFFING: Since the firm is very large, many of the project staffing teams are overburdened. This leads to an over-reliance on networking and informal staffing to find a project that is of interest and right for your skillset. 
-PERFORMANCE MANAGEMENT: The Performance management system factors for which one is evaluated is very opaque and is highly dependent on the partners input on whether they know and like the practitioner. To wit, I've known colleagues who appeared excellent on the evaluation factors which are visible to them but have been evaluated poorly, or even fired in a few cases, due to little partner support.
-COMPENSATION & BENEFITS: Compensation is lower than what other strategy consulting firms offer and, while Deloitte offers a 401k match, the firm only matches ~1.5% of salary of which is 100% vested at 4 years.",1,1
Deloitte,2021-05-13, Tax Consultant,"Current Employee, more than 1 year","Chicago, IL",3,2.0,3.0,3.0,5.0,2.0,4.0,1,2,2,Stay for 2 years and move on,"big4 name is helpful, promotion ladder","Terrible work/life balance, not fairly compensated",1,1
Deloitte,2021-05-13, Tax Consultant,"Current Employee, more than 1 year","New York, NY",2,1.0,1.0,5.0,5.0,2.0,2.0,3,3,3,Ship is sinking,Paltry salary but benefits are great,"Salary
People
Resource Management
Learning and Development stinks since DU closed. No events no food while competitive firms offer that
Work",1,1
Deloitte,2021-05-14, Advisory Analyst,"Current Employee, more than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,3.0,3.0,1,1,1,Great work life balance,"Work life balance, Helpful Seniors, Perks, Support",Not very exciting to work,1,1
Deloitte,2021-05-14, Advisory Analyst,"Current Employee, more than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,3.0,3.0,1,1,1,Great work life balance,"Work life balance, Helpful Seniors, Perks, Support",Not very exciting to work,1,1
Deloitte,2021-05-14, Associate Analyst,"Former Employee, more than 1 year",Hyderābād,4,2.0,3.0,4.0,4.0,4.0,4.0,1,1,2,Good Place to work,Gives the best corporate experience and adds value to one's career,"Although starting off a career at a big 4 seems very lucrative, the learning process is comparatively slower when compared to smaller firms. But that again varies for different people and also depends on projects.",0,1
Deloitte,2021-05-14, Associate Analyst,"Current Employee, more than 1 year",Hyderābād,4,3.0,5.0,5.0,2.0,2.0,4.0,1,1,1,Deloitte - employee friendly,"Employee friendly
Supportive work culture
Flexibility
Exposure
Higher level is so friendly","Team management
Knowledge
Pay scale is the same
Recognition",1,1
Deloitte,2021-05-14, Cloud Engineering Consultant,"Current Employee, more than 1 year","London, England, England",3,5.0,5.0,5.0,5.0,3.0,3.0,1,1,1,Deloitte consulting,"Great company culture
Invests in employment
Good soft skill development",Lack of technical know - how in management often,1,1
Deloitte,2021-05-14, Consultant,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Learning Opportunities,"Learning Opportunities 
Development Projects
Compensation and Bonus
Covid Care",Work life Balance - 12 hrs daily work,1,1
Deloitte,2021-05-14, Consulting Analyst,"Current Employee, more than 1 year",Kuala Lumpur,4,1.0,3.0,5.0,4.0,4.0,2.0,1,2,1,Striking a balance,Great learning experience for juniors,"Steep learning curve
long hours for bad projects",1,1
Deloitte,2021-05-14, Consulting Analyst,"Current Employee, more than 1 year",Kuala Lumpur,4,1.0,3.0,5.0,4.0,4.0,2.0,1,2,1,Striking a balance,Great learning experience for juniors,"Steep learning curve
long hours for bad projects",1,1
Deloitte,2021-05-14, Data Quality Consultant,"Current Employee, more than 1 year",Bangalore,5,3.0,5.0,5.0,5.0,4.0,5.0,1,1,1,One of the best places to work and learn,You are always assigned very challenging tasks. There is always cooperation within the team. And they constantly expect to learn and improve.,There can be long work hours in the projects.,1,1
Deloitte,2021-05-14, IT Support Analyst,"Current Employee, more than 3 years",Mumbai,4,4.0,5.0,5.0,5.0,4.0,3.0,1,1,1,ABC,Good work culture and policies related to Employee interest,Internal project politics can hamper your promotion,1,3
Deloitte,2021-05-14, Manager,"Former Employee, more than 10 years",Hyderābād,3,2.0,4.0,3.0,4.0,2.0,3.0,3,2,2,Absolutely average,"Few good genuine leaders whom you can learn from. Talented people to work with in the ground level. Learning opportunities. Pre covid, travel opportunities.","Expectations that keeps growing every year, beyond a certain career level. Lot of prejudice and preconceived notions. No apple polishing, no growth. Irrespective of your capabilities, skills.",0,10
Deloitte,2021-05-14, Risk Analyst,"Current Employee, more than 1 year",Mumbai,4,4.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Good experience,"Managers / colleagues are competent and will help you grow
Upskilling / lateral profile change is taken seriously by the firm
Deloitte provides extensive care during stressful situations (Covid) providing financial and mental help to all employees and their families.","Working hours during peak months
Yearly salary raise is at the lower end to average at best",1,1
Deloitte,2021-05-14, Senior Associate,"Current Employee, more than 3 years",Singapore,3,3.0,3.0,5.0,3.0,3.0,3.0,3,1,2,Salary,Intense challenging environment. Great colleagues.,Repetitive work. May be political at times.,1,3
Deloitte,2021-05-14, Senior Consultant,"Current Employee, more than 5 years",Mumbai,5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,It's pool of opportunities,Great company to work for,Nothing as of now everything is good,1,5
Deloitte,2021-05-14, Senior Consultant,"Current Employee, more than 5 years","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,A fantastic place to start your career!,"Incredible team
Great learning opportunities
Excellent culture",Long working hours at times,1,5
Deloitte,2021-05-14, Senior Manager Procurement,"Current Employee, more than 10 years","New York, NY",4,4.0,5.0,5.0,3.0,3.0,4.0,1,1,1,Deloitte Internal Services,"High caliber colleagues, social justice-minded leadership, strong benefits package","Pay is so-so, advance very difficult. Partnership is like an aristocracy",1,10
Deloitte,2021-05-14, Talent Acquisition Recruiter,"Current Employee, less than 1 year","New York, NY",5,4.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great company to work for,"Plenty of resources if you need help, good pay, tough environment that shapes you into a great professional",high demand but this shouldn't be an issue if you are a hard worker,1,1
Deloitte,2021-05-14, Tax Consultant II,"Current Employee, more than 1 year","Denver, CO",4,3.0,3.0,3.0,5.0,3.0,1.0,1,1,1,It is what it is,"benefits, flexibility, training access, good people, resources","hours, lack of purpose, leadership if you are on a small team can be brutal",1,1
Deloitte,2021-05-15, Analyst,"Current Employee, more than 1 year",Hyderābād,4,3.0,4.0,4.0,4.0,3.0,3.0,1,1,1,Overall its good,Good place to work for growth in career,Work pressure is a bit high,1,1
Deloitte,2021-05-15, Analyst,"Current Employee, more than 1 year",Bangalore,3,3.0,4.0,5.0,3.0,2.0,3.0,1,1,1,"Average Work, Company need to rethink about salary structure and market corrections","Culture is great here. Very Fewer politics
People are valued and respected. At least in verbally 
People connect very freely
Many learning opportunities
Sodexo meal card, Life Insurance, and medical insurance","Salary needs market immediate correction 
Poor Evaluation system",1,1
Deloitte,2021-05-15, Anonymous Employee,"Current Employee, more than 3 years",Hyderābād,4,4.0,5.0,5.0,2.0,5.0,1.0,1,1,1,Awesome company to work,"Challenging work, new projects, freedom to grow and explore new tech areas",work life balance can be prioritized,1,3
Deloitte,2021-05-15, Associate,"Current Employee, more than 1 year",Hong Kong,2,1.0,2.0,3.0,4.0,1.0,1.0,3,3,3,Long working hours,International consulting firm and good exposure,No OT compensation and poor management,1,1
Deloitte,2021-05-15, BTA Deloitte USI,"Current Employee, more than 1 year",Hyderābād,4,5.0,5.0,5.0,4.0,4.0,5.0,1,2,1,"Analyst,Finance","Good Management, Support to employees",less technical work. Introduce more work.,1,1
Deloitte,2021-05-15, Manager,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",1,1.0,1.0,3.0,3.0,4.0,1.0,3,1,3,"No work life balance, work till 12:30pm or even 2am is possible everyday","Learning
Pay
Marketing of its brand
Luring employees into bad culture
Work as if you are working in US","No work life balance
Work as if they own you
US working shift",1,1
Deloitte,2021-05-15, Security Manager,"Current Employee, more than 10 years",New Delhi,4,3.0,4.0,4.0,4.0,3.0,4.0,1,1,1,Great company,Opportunities to work on unique projects,Stretched work life balance can be tedious,1,10
Deloitte,2021-05-15, Senior Analyst,"Former Employee, less than 1 year",New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Very good organization,Work culture and environment is really good,No cons at the the moment,0,1
Deloitte,2021-05-15, Senior Consultant,"Current Employee, more than 1 year",Mumbai,1,1.0,3.0,4.0,3.0,3.0,4.0,3,1,2,Good culture,Good exposure with challenging role,"Extended working hours and sometimes there is a need to work on holidays, strict deadlines",1,1
